id,name,ruby,site,address,label,education,course,tel,lat,lng,near,course1,course2,course3,course4,course5,course6
166,四條畷高等学校,しじょうなわてこうとうがっこう,https://www.osaka-c.ed.jp/shijonawate/,大阪府四條畷市雁屋北町1-1,公立,共学校,文理学科,072-877-0004,34.735793,135.63547,JR学研都市線「四条畷」北西800ｍ／「寝屋川市」から京阪バス「四条畷駅」下車／近鉄奈良線「瓢箪山」から近鉄バス「四条畷駅」下車,文理学科,,,,,
167,信太高等学校,しのだこうとうがっこう,https://www.osaka-c.ed.jp/shinoda/,大阪府和泉市葛の葉町3-6-8,公立,共学校,普通科,0725-23-3631,34.512326,135.433754,南海本線「北助松」東約1．1ｋｍ／JR阪和線「北信太」西約1．3ｋｍ,普通科,,,,,
168,渋谷高等学校,しぶやこうとうがっこう,https://www.osaka-c.ed.jp/shibutani/,大阪府池田市畑4-1-1,公立,共学校,普通科,072-751-2895,34.82722,135.448832,阪急宝塚線「石橋阪大前」北2ｋｍ／阪急石橋阪大前・池田から阪急バス「石澄（渋谷）高校前」下車,普通科,,,,,
169,清水谷高等学校,しみずたにこうとうがっこう,https://www.osaka-c.ed.jp/shimizudani/,大阪府大阪市天王寺区清水谷町2-44,公立,共学校,普通科,06-6762-0185,34.674614,135.524353,JR環状線「玉造」西800ｍ／大阪メトロ長堀鶴見緑地線「玉造」西500ｍ／大阪メトロ谷町線「谷町六丁目」東500ｍ，／近鉄「上本町」北1200ｍ,普通科,,,,,
170,城東工科高等学校,じょうとうこうかこうとうがっこう,https://joto-tech.ed.jp/,大阪府東大阪市西鴻池町2-5-33,公立,共学校,工業に関する学科【機械系・電気系・メカトロニクス系】,06-6745-0051,34.698839,135.593553,JR学研都市線「鴻池新田」200ｍ,工業に関する学科【機械系・電気系・メカトロニクス系】,,,,,
171,吹田高等学校,すいたこうとうがっこう,https://www.osaka-c.ed.jp/suita/,大阪府吹田市原町4-24-14,公立,共学校,普通科,06-6387-6651,34.778276,135.527814,JR「吹田」・阪急千里線「吹田」から阪急バス「吹田高校」下車／JR「岸辺」北西1500ｍ,普通科,,,,,
172,吹田東高等学校,すいたひがしこうとうがっこう,https://www.osaka-c.ed.jp/suitahigashi/,大阪府吹田市青葉丘南16-1,公立,共学校,普通科,06-6877-6715,34.804472,135.54635,大阪モノレール「宇野辺」西南西1200ｍ／JR「千里丘」北西1700ｍ／阪急千里線「山田」・北大阪急行「千里中央」から阪急バス「吹田東高校前」下車,普通科,,,,,
173,水都国際高等学校,すいとこくさいこうとうがっこう,https://osaka-city-ib.jp/,大阪府大阪市住之江区南港中2-7-18,公立,共学校,グローバル探究科,06-7662-9600,34.6284,135.427928,ニュートラム「ポートタウン西」南800ｍ・「ポートタウン東」南800ｍ,グローバル探究科,,,,,
174,住吉高等学校,すみよしこうとうがっこう,https://www.osaka-c.ed.jp/sumiyoshi/,大阪府大阪市阿倍野区北畠2-4-1,公立,共学校,国際文化科、総合科学科,06-6651-0525,34.627559,135.503397,阪堺上町線「北畠」西200ｍ,国際文化科,総合科学科,,,,
175,住吉商業高等学校,すみよししょうぎょうこうとうがっこう,https://www3.osaka-c.ed.jp/sumiyoshi-b,大阪府大阪市住之江区御崎7-12-55,公立,共学校,商業科,06-6681-0577,34.603819,135.479398,南海本線「住之江」南西700ｍ／大阪メトロ四つ橋線「住之江公園」南東1ｋｍ,商業科,,,,,
176,成城高等学校,せいじょうこうとうがこう,https://www.osaka-c.ed.jp/seijo-t/,大阪府大阪市城東区諏訪3-11-41,公立,共学校,総合学科（エンパワメントスクール）,06-6962-2801,34.682158,135.562147,大阪メトロ中央線「深江橋」北東約500ｍ／JR学研都市線・おおさか東線「放出」南約1200ｍ／JRおおさか東線「高井田中央」西約1300ｍ,総合学科（エンパワメントスクール）,,,,,
177,成美高等学校,せいびこうとうがっこう,https://www.osaka-c.ed.jp/seibi/,大阪府堺市南区城山台4-1-1,公立,共学校,総合学科,072-299-9000,34.463295,135.487206,泉北高速鉄道「光明池」から南海バス「城山台4丁」下車,総合学科,,,,,
178,摂津高等学校,せっつこうとうがっこう,https://www.osaka-c.ed.jp/settsu/,大阪府摂津市学園町1-5-1,公立,共学校,普通科、体育科,072-635-1441,34.787225,135.559568,阪急京都線「摂津市」東500ｍ／JR「千里丘」・大阪モノレール「沢良宜」・「摂津」1200ｍ,普通科,体育科,,,,
179,泉北高等学校,せんほくこうとうがっこう,https://www.osaka-c.ed.jp/semboku/,大阪府堺市南区若松台3-2-2,公立,共学校,国際文化科、総合科学科,072-297-1065,34.490299,135.50122,泉北高速鉄道「泉ケ丘」南西1．2ｋｍ・「栂・美木多」北1．2ｋｍ,国際文化科,総合科学科,,,,
180,泉陽高等学校,せんようこうとうがっこう,https://www.osaka-c.ed.jp/senyo/,大阪府堺市堺区車之町東3-2-1,公立,共学校,普通科,072-233-0588,34.580176,135.479794,阪堺線「花田口」東約300ｍ／南海高野線「堺東」北西約800ｍ／南海本線「堺」東約1Ｋｍ,普通科,,,,,
181,千里高等学校,せんりこうとうがっこう,https://www.osaka-c.ed.jp/senri/,大阪府吹田市高野台2-17-1,公立,共学校,国際文化科、総合科学科,06-6871-0050,34.799153,135.514681,阪急千里線「南千里」北東1ｋｍ・「山田」南800ｍ／大阪モノレール「山田」南900ｍ,国際文化科,総合科学科,,,,
182,千里青雲高等学校,せんりせいうんこうとうがっこう,https://www.osaka-c.ed.jp/senriseiun/,大阪府豊中市新千里南町1-5-1,公立,共学校,総合学科,06-6831-3045,34.804208,135.487266,北大阪急行「千里中央」南西1．5ｋｍ／阪急バス「豊中九中前」,総合学科,,,,,
183,大冠高等学校,だいかんこうとうがっこう,https://www.osaka-c.ed.jp/ohkanmuri/,大阪府高槻市大塚町4-50-1,公立,共学校,普通科,072-672-3450,34.818971,135.628921,阪急京都線「高槻市」・JR「高槻」から京阪バス「大塚」下車約300ｍ／「竹ノ内町」下車約100ｍ,普通科,,,,,
184,大正白稜高等学校,たいしょうはくりょうこうとうがっこう,https://www.osaka-c.ed.jp/taishohakuryo/,大阪府大阪市大正区大正区泉尾3丁目19-50,公立,共学校,総合学科,06-6552-0026,34.658568,135.470078,JR環状線「大正」：南西1200ｍ／大阪シティバス「永楽橋筋」西300ｍ,総合学科,,,,,
185,高石高等学校,たかいしこうとうがっこう,https://www.osaka-c.ed.jp/takaishi/,大阪府高石市千代田6-12-1,公立,共学校,普通科,072-265-1941,34.518694,135.423367,南海本線「北助松」北西約800ｍ,普通科,,,,,
186,高槻北高等学校,たかつききたこうとうがっこう,https://www.osaka-c.ed.jp/takatsukikita/,大阪府高槻市別所本町36-3,公立,共学校,普通科,072-683-8739,34.865745,135.62545,阪急京都線「高槻市」・JR「高槻」から高槻市バス「別所本町公園北」下車約300ｍ,普通科,,,,,
187,中央高等学校,ちゅうおうこうとうがっこう,https://www3.osaka-c.ed.jp/chuo,大阪府大阪市中央区釣鐘町1-1-5,公立,共学校,普通科、ビジネス科,06-6944-4401,34.688195,135.516384,大阪メトロ谷町線「天満橋」南80ｍ／京阪「天満橋」南200ｍ,普通科,ビジネス科,,,,
188,槻の木高等学校,つきのきこうとうがっこう,https://www.osaka-c.ed.jp/tsukinoki/,大阪府高槻市城内町2-13,公立,共学校,普通科単位制,072-675-2600,34.843128,135.620605,阪急京都線「高槻市」南約700ｍ／JR「高槻」南約1ｋｍ,普通科単位制,,,,,
189,鶴見商業高等学校,つるみしょうぎょうこうとうがっこう,https://www3.osaka-c.ed.jp/tsurumi-b/,大阪府大阪市鶴見区緑2-10-9,公立,共学校,商業科,06-6911-0415,34.709353,135.566507,大阪メトロ今里筋線「新森古市」南東1300ｍ／長堀鶴見緑地線「今福鶴見」北東1500ｍ／京阪本線「関目」東1900ｍ／大阪市バス「鶴見六丁目」東600ｍ,商業科,,,,,
190,天王寺高等学校,てんのうじこうとうがっこう,https://www2.osaka-c.ed.jp/tennoji/,大阪府大阪市阿倍野区三明町2-4-23,公立,共学校,文理学科,06-6629-6801,34.639524,135.521035,JR阪和線「美章園」西300ｍ／近鉄南大阪線「河堀口」南西400ｍ／大阪メトロ谷町線「文の里」北東700ｍ,文理学科,,,,,
191,豊島高等学校,としまこうとうがっこう,https://www.osaka-c.ed.jp/teshima/,大阪府豊中市北緑丘3-2-1,公立,共学校,普通科,06-6849-7651,34.816649,135.485476,北大阪急行「千里中央」・阪急宝塚線「豊中」から阪急バス「豊島高校前」,普通科,,,,,
192,刀根山高等学校,とねやまこうとうがっこう,https://www.osaka-c.ed.jp/toneyama/,大阪府豊中市刀根山6-9-1,公立,共学校,普通科,06-6843-3781,34.798736,135.453218,阪急宝塚線・大阪モノレール「蛍池」駅北東約700ｍ／大阪モノレール「柴原阪大前」南西約900ｍ,普通科,,,,,
193,登美丘高等学校,とみおかこうとうがっこう,https://www.osaka-c.ed.jp/tomioka/,大阪府堺市東区西野51,公立,共学校,普通科,072-236-5041,34.519041,135.540453,南海高野線「北野田」南西650ｍ,普通科,,,,,
194,豊中高等学校,とよなかこうとうがっこう,https://www2.osaka-c.ed.jp/toyonaka/,大阪府豊中市上野西2-5-12,公立,共学校,文理学科,06-6854-1207,34.795783,135.470547,阪急宝塚線「豊中」北東徒歩約15分／大阪モノレール「少路」南西徒歩約15分／阪急宝塚線「豊中」・北大阪急行「千里中央」・「桃山台」から阪急バス「豊中高校前」下車,文理学科,,,,,
195,豊中高等学校能勢分校,とよなかこうとうがっこうのせぶんこう,http://www.nose-highschool.ed.jp/bunkou/,大阪府豊能郡能勢町上田尻580,公立,共学校,総合学科,072-737-0666,34.97264,135.447927,能勢電鉄「山下」から阪急バス「口山内」下車／能勢電鉄「妙見口」から阪急バス「奥山内」下車500ｍ,総合学科,,,,,
196,富田林高等学校,とんだばやしこうとうがっこう,https://tonko.ed.jp/,大阪府富田林市谷川町4-30,公立,共学校,普通科,0721-23-2281,34.497563,135.599161,近鉄長野線「富田林西口」南へ500ｍ,普通科,,,,,
197,長尾高等学校,ながおこうとうがっこう,https://www.nagaohighschool.com/,大阪府枚方市長尾家具町5-1-1,公立,共学校,普通科,072-855-1700,34.837512,135.702288,京阪「樟葉」から京阪バス「ポエムノール北山」下車3分／JR「長尾」から京阪バス「ポエムノ－ル北山」下車3分,普通科,,,,,
198,長野高等学校,ながのこうとうがっこう,https://www.osaka-c.ed.jp/nagano/,大阪府河内長野市原町2丁目1-1,公立,共学校,普通科、国際教養科,0721-53-7371,34.459546,135.563345,南海高野線「千代田」南西約800ｍ／近鉄長野線「河内長野」北西約1．2ｋｍ,普通科,国際教養科,,,,
199,長吉高等学校,ながよしこうとうがっこう,https://www.osaka-c.ed.jp/nagayoshi/,大阪府大阪市平野区長吉長原西3-11-33,公立,共学校,総合学科（エンパワメントスクール）,06-6790-0700,34.599151,135.566701,大阪メトロ谷町線「長原」西約1．1ｋｍ・「出戸」南1．5ｋｍ／「出戸」から大阪市バス「長吉高校前」下車,総合学科（エンパワメントスクール）,,,,,
200,西成高等学校,にしなりこうとうがっこう,https://www.osaka-c.ed.jp/nishinari/,大阪府大阪市西成区津守1-13-10,公立,共学校,総合学科（ステップスクール）,06-6562-5751,34.647536,135.482016,南海汐見橋線「津守」すぐ／大阪市バス「鶴見橋通」西200ｍ,総合学科（ステップスクール）,,,,,
201,西寝屋川高等学校,にしねやがわこうとうがっこう,https://www.osaka-c.ed.jp/nishineyagawa/,大阪府寝屋川市葛原2-19-1,公立,共学校,普通科,072-828-6700,34.771726,135.601583,京阪「寝屋川市」からバス「対馬江」徒歩10分,普通科,,,,,
202,西野田工科高等学校,にしのだこうかこうとうがっこう,https://www.osaka-c.ed.jp/nishinoda-t/,大阪府大阪市福島区大開2-17-62,公立,共学校,工業に関する学科【機械系・電気系・建築都市工学系・工業デザイン系】,06-6461-0023,34.693644,135.469117,阪神電鉄本線「野田」西300ｍ／大阪メトロ千日前線「野田阪神」西300ｍ／JR東西線「海老江」西300ｍ,工業に関する学科【機械系・電気系・建築都市工学系・工業デザイン系】,,,,,
203,寝屋川高等学校,ねやがわこうとうがっこう,https://www.osaka-c.ed.jp/neyagawa/,大阪府寝屋川市本町15-64,公立,共学校,普通科,072-821-0546,34.765097,135.625773,京阪「寝屋川市」東500ｍ,普通科,,,,,
204,農芸高等学校,のうげいこうとうがっこう,https://www.osaka-c.ed.jp/nogei/,大阪府堺市美原区北余部595-1,公立,共学校,農業に関する学科【ハイテク農芸・食品加工・資源動物】,072-361-0581,34.537874,135.551695,南海高野線「初芝」から南海バス「農芸高校前」下車東100ｍ／近鉄南大阪線「河内松原」から近鉄バス「余部」下車西100ｍ,農業に関する学科【ハイテク農芸・食品加工・資源動物】,,,,,
205,野崎高等学校,のざきこうとうがっこう,https://www.osaka-c.ed.jp/nozaki/,大阪府大東市寺川1-2-1,公立,共学校,普通科,072-874-0911,34.709437,135.641707,JR学研都市線「野崎」南1．2ｋｍ／近鉄バス「寺川」下車,普通科,,,,,
206,伯太高等学校,はかたこうとうがっこう,https://www.osaka-c.ed.jp/hakata/,大阪府和泉市伯太町2-4-11,公立,共学校,総合学科,0725-45-9321,34.490859,135.433551,JR阪和線「和泉府中」北東約1ｋｍ,総合学科,,,,,
207,花園高等学校,はなぞのこうとうがっこう,https://www.osaka-c.ed.jp/hanazono/,大阪府東大阪市花園東町3-1-25,公立,共学校,普通科、国際教養科,072-961-4925,34.65879,135.623373,近鉄奈良線「東花園」南へ約400ｍ,普通科,国際教養科,,,,
208,汎愛高等学校,はんあいこうとうがっこう,https://www3.osaka-c.ed.jp/han-ai,大阪府大阪市鶴見区今津中2-1-52,公立,共学校,普通科、体育科、武道科,06-6961-0431,34.69299,135.570222,JR学研都市線「放出」北東1．2ｋｍ／大阪シティバス「汎愛高校前」,普通科,体育科,武道科,,,
209,阪南高等学校,はんなんこうとうがっこう,https://www.osaka-c.ed.jp/hannan/,大阪府大阪市住吉区庭井2-18-81,公立,共学校,普通科,06-6692-0356,34.595355,135.517462,大阪メトロ御堂筋線「あびこ」東南東540ｍ,普通科,,,,,
210,東大阪市立日新高等学校,ひがしおおさかしりつにっしんこうとうがっこう,https://school.higashiosaka-osk.ed.jp/nisshin-h/,大阪府東大阪市日下町7-9-11,公立,共学校,英語科、普通科、商業科,072-985-5551,34.694743,135.651717,近鉄奈良線「石切」北西1，6Ｋｍ／近鉄東大阪線「新石切」、JR学研都市線「住道」より近鉄バス「孔舎衙小学校前」下車、東へ1，2Ｋｍ,英語科,普通科,商業科,,,
211,東高等学校,ひがしこうとうがっこう,https://www3.osaka-c.ed.jp/higashi,大阪府大阪市都島区東野田町4-15-14,公立,共学校,普通科、理数科、英語科,06-6354-1251,34.699571,135.529104,JR環状線・学研都市線・京阪「京橋」北西700ｍ／JR東西線「大阪城北詰」北800ｍ／大阪メトロ鶴見緑地線「京橋」北西500ｍ／市バス「都島区役所前」「東野田」200ｍ,普通科,理数科,英語科,,,
212,東住吉高等学校,ひがしすみよしこうとうがっこう,https://www.osaka-c.ed.jp/higashisumiyoshi/,大阪府大阪市平野区平野西2-3-77,公立,共学校,普通科、芸能文化科,06-6702-3838,34.617153,135.54143,大阪メトロ谷町線「駒川中野」南東約1100ｍ￥「平野」南西約1100ｍ／近鉄南大阪線「針中野」東約900ｍ,普通科,芸能文化科,,,,
213,東住吉総合高等学校,ひがしすみよしそうごうこうとうがっこう,https://www.osaka-c.ed.jp/higashisumiyoshi-t/,大阪府大阪市平野区喜連西2-11-66,公立,共学校,総合学科（クリエイティブスクール）,06-6702-1231,34.613523,135.544397,大阪メトロ谷町線「喜連瓜破」北西約1ｋｍ／近鉄南大阪線「針中野」東南約1．5ｋｍ,総合学科（クリエイティブスクール）,,,,,
214,東百舌鳥高等学校,ひがしもずこうとうがっこう,https://www.osaka-c.ed.jp/higashimozu/,大阪府堺市中区土塔町2377-5,公立,共学校,普通科,072-235-3781,34.535409,135.512236,南海高野線「初芝」南西1，8Ｋｍ・「中百舌鳥」または「北野田」より南海バス「大野芝」下車西500ｍ／泉北高速鉄道「深井」北東1，6Ｋｍ,普通科,,,,,
215,東淀川高等学校,ひがしよどがわこうとうがっこう,https://www.osaka-c.ed.jp/higashiyodogawa/,大阪府大阪市淀川区宮原4-4-5,公立,共学校,普通科,06-6391-2427,34.736117,135.497612,大阪メトロ御堂筋線「新大阪」徒歩4分・JR「新大阪」徒歩10分,普通科,,,,,
216,東淀工業高等学校,ひがしよどこうぎょうこうとうがっこう,https://www3.osaka-c.ed.jp/higashiyodo-t,大阪府大阪市淀川区加島1-52-81,公立,共学校,機械工学科、電気工学科、理工学科,06-6302-1035,34.725716,135.462204,JR東西線「加島」東800ｍ／大阪市バス・阪急バス「東淀工業高校前」西300ｍ,機械工学科,電気工学科,理工学科,,,
217,日根野高等学校,ひねのこうとうがっこう,https://www.osaka-c.ed.jp/hineno/,大阪府泉佐野市日根野2372-1,公立,共学校,普通科,072-467-1555,34.39132,135.338194,JR阪和線「日根野」北東約800ｍ,普通科,,,,,
218,枚岡樟風高等学校,ひらおかしょうふうこうとうがっこう,https://www.osaka-c.ed.jp/hiraokashofu/,大阪府東大阪市鷹殿町18-1,公立,共学校,総合学科,072-982-5437,34.668209,135.635904,近鉄「奈良線」瓢箪山北900ｍ／近鉄けいはんな線「新石切」バス「東体育館前」下車約150ｍ,総合学科,,,,,
219,枚方高等学校,ひらかたこうとうがっこう,https://www.osaka-c.ed.jp/hirakata/,大阪府枚方市大垣内町3-16-1,公立,共学校,普通科、国際教養科,072-843-3081,34.810759,135.655014,京阪「枚方市」南南東800ｎ,普通科,国際教養科,,,,
220,枚方津田高等学校,ひらかたつだこうとうがっこう,https://www.osaka-c.ed.jp/hirakatatsuda/,大阪府枚方市津田北町2-50-1,公立,共学校,普通科,072-858-7003,34.813186,135.703453,JR学研都市線「藤阪」南東300ｍ,普通科,,,,,
221,枚方なぎさ高等学校,ひらかたなぎさこうとうがっこう,https://www.osaka-c.ed.jp/hirakatanagisa/,大阪府枚方市磯島元町20-1,公立,共学校,総合学科,072-847-1001,34.82506,135.648208,京阪「御殿山」南約600ｍ・「枚方市」北約1．2ｋｍ／京阪バス［磯島］北300ｍ,総合学科,,,,,
222,福井高等学校,ふくいこうとうがっこう,https://www.osaka-c.ed.jp/fukui/,大阪府茨木市西福井3-33-11,公立,共学校,総合学科,072-641-4361,34.8459,135.550128,JR「茨木」・阪急「茨木市」から阪急バス「福井」北西420ｍ,総合学科,,,,,
223,福泉高等学校,ふくいずみこうとうがっこう,https://www.osaka-c.ed.jp/fukuizumi/,大阪府堺市西区太平寺323,公立,共学校,普通科,072-299-9500,34.505271,135.480107,JR阪和線「鳳」／泉北高速鉄道「栂・美木多」から南海バス「福泉高校前」下車東200ｍ,普通科,,,,,
224,藤井寺工科高等学校,ふじいでらこうかこうとうがっこう,https://www.osaka-c.ed.jp/fujiidera-t/,大阪府藤井寺市御舟町10-1,公立,共学校,工業に関する学科【機械系・電気系・メカトロニクス系】,072-955-0281,34.573118,135.601375,近鉄南大阪線「藤井寺」東500ｍ,工業に関する学科【機械系・電気系・メカトロニクス系】,,,,,
225,藤井寺高等学校,ふじいでらこうとうがっこう,https://www.osaka-c.ed.jp/fujiidera/,大阪府藤井寺市津堂3-516,公立,共学校,普通科,072-939-7750,34.583136,135.583481,近鉄南大阪線「藤井寺」北西2．2ｋｍ・「高鷲」北1．6ｋｍ／大阪メトロ谷町線「八尾南」南西2．8ｋｍ・「長原」南2．5ｋｍ／近鉄バス「大正橋南詰」西800ｍ,普通科,,,,,
226,布施北高等学校,ふせきたこうとうがっこう,https://www.osaka-c.ed.jp/fusekita/,大阪府東大阪市荒本西1-2-72,公立,共学校,総合学科（エンパワメントスクール）,06-6787-2666,34.671809,135.60097,近鉄けいはんな線「荒本」南へ約1ｋｍ／近鉄奈良線「若江岩田」北西約1．4ｋｍ,総合学科（エンパワメントスクール）,,,,,
227,布施工科高等学校,ふせこうかこうとうがっこう,https://www.osaka-c.ed.jp/fuse-t/,大阪府東大阪市宝持3-7-5,公立,共学校,工業に関する学科【機械系・電気系・建築設備系】,06-6722-0221,34.654329,135.592683,近鉄奈良線「八戸ノ里」徒歩15分・近鉄バス「宝持」下車東3分,工業に関する学科【機械系・電気系・建築設備系】,,,,,
228,布施高等学校,ふせこうとうがっこう,https://www.osaka-c.ed.jp/fuse/,大阪府東大阪市下小阪3-14-21,公立,共学校,普通科,06-6723-7500,34.661893,135.587245,近鉄奈良線「八戸ノ里」約200ｍ,普通科,,,,,
229,北摂つばさ高等学校,ほくせつつばさこうとうがっこう,https://www2.osaka-c.ed.jp/hokusetsutsubasa/index.html,大阪府茨木市玉島台2-15,公立,共学校,普通科,072-633-2000,34.80178,135.584805,阪急京都線「茨木市」・JR「茨木」から近鉄バス「北摂つばさ高校前」下車、阪急京都線「南茨木」・大阪モノレール「南茨木駅」から東へ2ｋｍ,普通科,,,,,
230,牧野高等学校,まきのこうとうがっこう,https://www.osaka-c.ed.jp/makino/,大阪府枚方市南船橋1-11-1,公立,共学校,普通科,072-851-1050,34.846821,135.680179,京阪「牧野」北東1500ｍ／「樟葉」から京阪バス「関西記念病院前」下車西へ300ｍ,普通科,,,,,
231,松原高等学校,まつばらこうとうがっこう,https://www.osaka-c.ed.jp/matsubara/,大阪府松原市三宅東3-4-1,公立,共学校,総合学科,072-334-8008,34.590701,135.562746,近鉄南大阪線「河内松原」「河内天美」それぞれ2．5ｋｍ／大阪メトロ谷町線［喜連瓜破］［出戸］［長原］それぞれ2．5ｋｍ,総合学科,,,,,
232,三国丘高等学校,みくにがおかこうとうがっこう,https://www.osaka-c.ed.jp/mikunigaoka/,大阪府堺市堺区南三国ｹ丘町2-2-36,公立,共学校,文理学科,072-233-6005,34.573351,135.489273,南海高野線「堺東」東300ｍ／南海本線「天下茶屋」6分／南海高野線「難波」12分・「河内長野」15分／大阪メトロ堺筋線「南森町」25分,文理学科,,,,,
233,岬高等学校,みさきこうとうがっこう,https://www.osaka-c.ed.jp/misaki/,大阪府泉南郡岬町淡輪3246,公立,共学校,総合学科（ステップスクール）,072-494-0301,34.322694,135.170981,南海本線「みさき公園」東約1000ｍ,総合学科（ステップスクール）,,,,,
234,三島高等学校,みしまこうとうがっこう,https://www.osaka-c.ed.jp/mishima/,大阪府高槻市今城町27-1,公立,共学校,普通科,072-682-5884,34.845791,135.597999,JR「摂津富田」北東1．6ｋｍ・JR京都線「高槻」高槻駅北から高槻市バス「明治大阪工場前」下車約600ｍ,普通科,,,,,
235,みどり清朋高等学校,みどりせいほうこうとうがっこう,https://www.osaka-c.ed.jp/midoriseiho/,大阪府東大阪市池島町6-3-9,公立,共学校,普通科,072-987-3302,34.64652,135.627758,近鉄大阪線「山本」から近鉄バス「北山本」東1，1Ｋｍ／近鉄奈良線「東花園」南2ｋｍ・「河内花園」から近鉄バス「北山本」下車東1，1Ｋｍ,普通科,,,,,
236,港高等学校,みなとこうとうがっこう,https://www.osaka-c.ed.jp/minato/,大阪府大阪市港区波除2-3-1,公立,共学校,普通科,06-6583-1401,34.671734,135.46523,JR環状線・大阪メトロ中央線「弁天町」東約5分300ｍ,普通科,,,,,
237,箕面高等学校,みのおこうとうがっこう,https://www.osaka-c.ed.jp/minoo/,大阪府箕面市牧落4-8-66,公立,共学校,普通科、グローバル科,072-721-7091,34.820557,135.474494,阪急宝塚線「豊中」から阪急バス「永楽荘4丁目」／大阪モノレール「豊川」駅から阪急バス「箕面高校前」下車すぐ,普通科,グローバル科,,,,
238,箕面東高等学校,みのおひがしこうとうがっこう,https://www.osaka-c.ed.jp/minoohigashi/,大阪府箕面市粟生外院5-4-63,公立,共学校,総合学科（エンパワメントスクール）,072-729-4008,34.843015,135.505667,阪急千里線「北千里」・北大阪急行「千里中央」・阪急箕面線「箕面」阪急バス「粟生団地」下車徒歩5分,総合学科（エンパワメントスクール）,,,,,
239,都島工業高等学校,みやこじまこうぎょうこうとうがっこう,https://www3.osaka-c.ed.jp/miyakojima-t,大阪府大阪市都島区善源寺町1-5-64,公立,共学校,機械科、機械電気科、電気電子工学科、建築科、都市工学科、理数工学科,06-6921-0231,34.709766,135.52515,大阪メトロ谷町線「都島」西50ｍ／JR環状線「桜ノ宮」北東約1ｋｍ,機械科,機械電気科,電気電子工学科,建築科,都市工学科,理数工学科
240,桃谷高等学校,ももだにこうとうがっこう,https://www.osaka-c.ed.jp/momodani/,大阪府大阪市生野区勝山南3-1-4,公立,共学校,多部制単位制１・２部【普通科】,06-6712-0371,34.653331,135.533332,JR環状線「桃谷」南東800ｍ,多部制単位制１・２部【普通科】,,,,,
241,守口東高等学校,もりぐちひがしこうとうがっこう,https://www.osaka-c.ed.jp/moriguchihigashi/,大阪府守口市八雲中町2-1-32,公立,共学校,普通科,06-6906-8211,34.745443,135.567009,大阪メトロ谷町線「守口」北東800ｍ／京阪「守口市」北東1200ｍ,普通科,,,,,
242,八尾北高等学校,やおきたこうとうがっこう,https://www.osaka-c.ed.jp/yaokita/,大阪府八尾市萱振町7-42,公立,共学校,総合学科,072-998-2100,34.642638,135.604586,近鉄大阪線「八尾」北1．2ｋｍ／JR大和路線「八尾」から近鉄バス・近鉄奈良線「若江岩田」から近鉄バス・JR学研都市線「住道」から近鉄バス「八尾北高校前」下車100ｍ,総合学科,,,,,
243,八尾高等学校,やおこうとうがっこう,https://www.osaka-c.ed.jp/yao/,大阪府八尾市高町1-74,公立,共学校,普通科,072-923-4261,34.623795,135.594639,近鉄大阪線「八尾」南西1100ｍ／JR大和路線「八尾」北へ670ｍ,普通科,,,,,
244,八尾翠翔高等学校,やおすいしょうこうとうがっこう,https://www.osaka-c.ed.jp/yaosuisho/,大阪府八尾市神宮寺3-107,公立,共学校,普通科,072-943-8107,34.601285,135.627536,近鉄大阪線「法善寺」北700ｍ・「恩智」南800ｍ／JR大和路線「志紀」東1300ｍ,普通科,,,,,
245,山田高等学校,やまだこうとうがっこう,https://www.osaka-c.ed.jp/yamada/,大阪府吹田市山田東3-28-1,公立,共学校,普通科,06-6875-5010,34.802633,135.528993,大阪モノレール「万博記念公園」南600ｍ,普通科,,,,,
246,山本高等学校,やまもとこうとうがっこう,https://www.osaka-c.ed.jp/yamamoto/,大阪府八尾市山本町北1-1-44,公立,共学校,普通科,072-999-0552,34.634326,135.619174,近鉄大阪線「河内山本」北800ｍ／,普通科,,,,,
247,夕陽丘高等学校,ゆうひがおかこうとうがっこう,https://www.osaka-c.ed.jp/yuhigaoka/,大阪府大阪市天王寺区北山町10-10,公立,共学校,普通科、音楽科,06-6771-0665,34.659073,135.522085,JR環状線「桃谷」西500ｍ／大阪メトロ谷町線「四天王寺前夕陽ケ丘」東約900ｍ／近鉄「上本町」南東約1ｋｍ／JR環状線・近鉄・大阪メトロ千日前線「鶴橋」南西約1．2ｋｍ,普通科,音楽科,,,,
248,淀川工科高等学校,よどがわこうかこうとうがっこう,https://www.osaka-c.ed.jp/yodogawa-t/,大阪府大阪市旭区太子橋3-1-32,公立,共学校,工業に関する学科【機械系・電気系・メカトロニクス系・工学系】,06-6952-0001,34.737213,135.559916,京阪「守口市」北西500ｍ／大阪メトロ谷町線「守口」西300ｍ,工業に関する学科【機械系・電気系・メカトロニクス系・工学系】,,,,,
249,淀川清流高等学校,よどがわせいりゅうこうとうがっこう,https://www.osaka-c.ed.jp/yodogawaseiryu/,大阪府大阪市東淀川区豊里2丁目11-35,公立,共学校,総合学科（エンパワメントスクール）,06-6328-2331,34.739743,135.536606,阪急京都線「上新庄」南東約1000ｍ／大阪メトロ今里筋線「だいどう豊里」南西約1000ｍ,総合学科（エンパワメントスクール）,,,,,
